type;traits;random_effect;estimate;STD_ERR_estimate;model_name;data_subset_number;used_seed;trait_combination
ratio;cwa;herdyear;0.21652;0.012593;;Sample_2;no_used_seed;CaaCwa
covariance;cwa+caa;residual;0.05122;0.003699;;Sample_2;no_used_seed;CaaCwa
variance;caa;herdyear;0.38290;0.020257;;Sample_2;no_used_seed;CaaCwa
genetic_correlation;cwa+caa;animal;0.36166;0.039252;;Sample_2;no_used_seed;CaaCwa
ratio;caa;residual;0.24596;0.013208;;Sample_2;no_used_seed;CaaCwa
variance;cwa;residual;0.04530;0.001444;;Sample_2;no_used_seed;CaaCwa
correlation;cwa+caa;herdyear;0.77726;0.022605;;Sample_2;no_used_seed;CaaCwa
variance;caa;animal;0.38821;0.015197;;Sample_2;no_used_seed;CaaCwa
variance;cwa;herdyear;0.02249;0.001539;;Sample_2;no_used_seed;CaaCwa
heritability;cwa;animal;0.34731;0.014525;;Sample_2;no_used_seed;CaaCwa
heritability;caa;animal;0.37962;0.013378;;Sample_2;no_used_seed;CaaCwa
variance;cwa;animal;0.03607;0.001594;;Sample_2;no_used_seed;CaaCwa
ratio;caa;herdyear;0.37443;0.013005;;Sample_2;no_used_seed;CaaCwa
correlation;cwa+caa;residual;0.47986;0.034428;;Sample_2;no_used_seed;CaaCwa
covariance;cwa+caa;herdyear;0.07212;0.004894;;Sample_2;no_used_seed;CaaCwa
ratio;cwa;residual;0.43618;0.015357;;Sample_2;no_used_seed;CaaCwa
variance;caa;residual;0.25152;0.011189;;Sample_2;no_used_seed;CaaCwa
covariance;cwa+caa;animal;0.04279;0.004765;;Sample_2;no_used_seed;CaaCwa
heritability;cfc;animal;0.34374;0.007275;;Sample_2;no_used_seed;CacCccCfcCwc
genetic_correlation;cfc+cac;animal;-0.19463;0.010284;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;cwc+cac;residual;0.30830;0.9435E-02;;Sample_2;no_used_seed;CacCccCfcCwc
heritability;ccc;animal;0.60829;0.009183;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;cfc+cwc;residual;0.42878;0.8585E-02;;Sample_2;no_used_seed;CacCccCfcCwc
heritability;cwc;animal;0.36513;0.006817;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cfc;animal;0.13702;0.003490;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;ccc+cfc;residual;0.40619;0.7276E-02;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;ccc+cac;herdyear;-0.22980;0.015193;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cfc;herdyear;0.023058;0.1342E-02;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cwc+cac;residual;0.00470;0.1570E-03;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cwc;herdyear;0.002093;0.1042E-03;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cac;herdyear;-0.005973;0.5154E-03;;Sample_2;no_used_seed;CacCccCfcCwc
genetic_correlation;ccc+cwc;animal;0.51963;0.008320;;Sample_2;no_used_seed;CacCccCfcCwc
genetic_correlation;cwc+cac;animal;0.06218;0.013927;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cfc;animal;0.10030;0.003477;;Sample_2;no_used_seed;CacCccCfcCwc
genetic_correlation;ccc+cac;animal;-0.23187;0.010532;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;cfc+cwc;herdyear;0.38858;0.021780;;Sample_2;no_used_seed;CacCccCfcCwc
ratio;cac;residual;0.46020;0.5958E-02;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cwc;animal;0.03449;0.000776;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cwc+cac;herdyear;0.002015;0.1406E-03;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cfc+cwc;herdyear;0.002700;0.1512E-03;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cfc;residual;0.23854;0.4187E-02;;Sample_2;no_used_seed;CacCccCfcCwc
ratio;ccc;residual;0.32743;0.9095E-02;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cac;residual;-0.00909;0.9231E-03;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;cwc+cac;herdyear;0.43974;0.022512;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;ccc+cac;residual;-0.10151;0.9818E-02;;Sample_2;no_used_seed;CacCccCfcCwc
ratio;cfc;herdyear;0.05784;0.003295;;Sample_2;no_used_seed;CacCccCfcCwc
variance;ccc;animal;0.63737;0.012559;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cwc;residual;0.00992;0.1622E-03;;Sample_2;no_used_seed;CacCccCfcCwc
genetic_correlation;ccc+cfc;animal;0.33940;0.010069;;Sample_2;no_used_seed;CacCccCfcCwc
ratio;cwc;herdyear;0.11058;0.005268;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cwc;residual;0.03203;0.6932E-03;;Sample_2;no_used_seed;CacCccCfcCwc
ratio;ccc;herdyear;0.06428;0.004923;;Sample_2;no_used_seed;CacCccCfcCwc
heritability;cac;animal;0.34224;0.006031;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;cfc+cac;herdyear;-0.31317;0.015568;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;ccc+cwc;residual;0.54882;0.6767E-02;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cac;animal;-0.02440;0.001172;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cfc+cac;animal;-0.00950;0.000528;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cac;animal;0.01738;0.000361;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cfc+cac;herdyear;-0.004763;0.2770E-03;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cac;herdyear;0.010031;0.2854E-03;;Sample_2;no_used_seed;CacCccCfcCwc
variance;ccc;residual;0.34308;0.9573E-02;;Sample_2;no_used_seed;CacCccCfcCwc
genetic_correlation;cfc+cwc;animal;0.38886;0.010643;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cwc;animal;0.00691;0.000152;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;ccc+cwc;herdyear;0.47786;0.017569;;Sample_2;no_used_seed;CacCccCfcCwc
ratio;cfc;residual;0.59842;0.7706E-02;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;ccc+cfc;herdyear;0.62926;0.032483;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cfc+cwc;animal;0.01197;0.000442;;Sample_2;no_used_seed;CacCccCfcCwc
ratio;cwc;residual;0.52428;0.6288E-02;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cfc+cac;residual;-0.01025;0.6809E-03;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cwc;herdyear;0.005674;0.3415E-03;;Sample_2;no_used_seed;CacCccCfcCwc
variance;cac;residual;0.02337;0.4065E-03;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cfc;herdyear;0.024798;0.1796E-02;;Sample_2;no_used_seed;CacCccCfcCwc
variance;ccc;herdyear;0.067355;0.5335E-02;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;cfc+cac;residual;-0.13731;0.8946E-02;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cwc+cac;animal;0.00068;0.000156;;Sample_2;no_used_seed;CacCccCfcCwc
ratio;cac;herdyear;0.19756;0.005027;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;cfc+cwc;residual;0.02086;0.5417E-03;;Sample_2;no_used_seed;CacCccCfcCwc
covariance;ccc+cfc;residual;0.11620;0.2724E-02;;Sample_2;no_used_seed;CacCccCfcCwc
correlation;cwa+caa;herdyear;0.77263;0.022449;;Sample_2;no_used_seed;CaaCcaCfaCwa
ratio;cwa;herdyear;0.21519;0.011751;;Sample_2;no_used_seed;CaaCcaCfaCwa
heritability;caa;animal;0.37253;0.019598;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cca+cwa;herdyear;0.52774;0.049259;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cca+caa;herdyear;0.17053;0.056508;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cwa+caa;herdyear;0.07102;0.004757;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;caa;herdyear;0.37982;0.020697;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cca+cwa;residual;0.50527;0.032737;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cca;herdyear;0.05778;0.007163;;Sample_2;no_used_seed;CaaCcaCfaCwa
ratio;cfa;herdyear;0.08076;0.007659;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+caa;herdyear;0.02526;0.008426;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+cfa;animal;0.02423;0.005533;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;caa;residual;0.25849;0.014747;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+cfa;residual;0.03020;0.003112;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cwa;animal;0.03493;0.002879;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+cfa;herdyear;0.02656;0.003071;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cwa;residual;0.04621;0.002231;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cca;residual;0.17045;0.010212;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+caa;animal;-0.14394;0.017486;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cca;animal;0.63712;0.020268;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+caa;residual;0.07418;0.011160;;Sample_2;no_used_seed;CaaCcaCfaCwa
ratio;cfa;residual;0.54169;0.016268;;Sample_2;no_used_seed;CaaCcaCfaCwa
heritability;cfa;animal;0.37755;0.016568;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cca+cfa;herdyear;0.65093;0.051452;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cwa;herdyear;0.02225;0.001426;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cca+cfa;residual;0.16640;0.016611;;Sample_2;no_used_seed;CaaCcaCfaCwa
ratio;caa;herdyear;0.37337;0.014213;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cwa+caa;residual;0.52285;0.028804;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;caa;animal;0.37897;0.020978;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+cwa;residual;0.04484;0.003633;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cwa+caa;animal;0.03498;0.006691;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+cwa;animal;0.05214;0.005370;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cfa;residual;0.19326;0.005696;;Sample_2;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cfa+caa;animal;-0.20276;0.035132;;Sample_2;no_used_seed;CaaCcaCfaCwa
ratio;cca;residual;0.19698;0.013284;;Sample_2;no_used_seed;CaaCcaCfaCwa
ratio;cwa;residual;0.44696;0.024077;;Sample_2;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cwa+caa;animal;0.30404;0.044087;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cfa+cwa;residual;0.26006;0.021653;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cca+caa;residual;0.35338;0.054600;;Sample_2;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cca+caa;animal;-0.29294;0.035199;;Sample_2;no_used_seed;CaaCcaCfaCwa
heritability;cwa;animal;0.33785;0.025727;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cfa+cwa;herdyear;0.35493;0.052393;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cfa+caa;residual;0.01010;0.027680;;Sample_2;no_used_seed;CaaCcaCfaCwa
correlation;cfa+caa;herdyear;-0.15037;0.046127;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cfa;animal;0.13470;0.006587;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cwa+caa;residual;0.05714;0.005098;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cfa+cwa;herdyear;0.00899;0.001482;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cfa+caa;herdyear;-0.01573;0.004989;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cfa+caa;residual;0.00226;0.006206;;Sample_2;no_used_seed;CaaCcaCfaCwa
heritability;cca;animal;0.73625;0.015719;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cfa+caa;animal;-0.04581;0.007549;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cfa+cwa;residual;0.02458;0.002348;;Sample_2;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cca+cwa;animal;0.34953;0.029181;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cfa+cwa;animal;0.01404;0.002807;;Sample_2;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cca+cfa;animal;0.08271;0.018811;;Sample_2;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cfa+cwa;animal;0.20464;0.037105;;Sample_2;no_used_seed;CaaCcaCfaCwa
variance;cfa;herdyear;0.02881;0.002878;;Sample_2;no_used_seed;CaaCcaCfaCwa
ratio;cca;herdyear;0.06677;0.008071;;Sample_2;no_used_seed;CaaCcaCfaCwa
covariance;cca+cwa;herdyear;0.01892;0.002426;;Sample_2;no_used_seed;CaaCcaCfaCwa
ratio;caa;residual;0.25410;0.016339;;Sample_2;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cac+caa;animal;0.42771;0.084850;;Sample_2;no_used_seed;CaaCacCwa
heritability;cac;animal;0.24689;0.022153;;Sample_2;no_used_seed;CaaCacCwa
ratio;cac;residual;0.51299;0.020507;;Sample_2;no_used_seed;CaaCacCwa
variance;cac;herdyear;0.01239;0.000543;;Sample_2;no_used_seed;CaaCacCwa
ratio;caa;herdyear;0.37637;0.014530;;Sample_2;no_used_seed;CaaCacCwa
ratio;cwa;residual;0.44954;0.022782;;Sample_2;no_used_seed;CaaCacCwa
covariance;cac+cwa;herdyear;0.00009;0.000622;;Sample_2;no_used_seed;CaaCacCwa
covariance;caa+cwa;animal;0.03452;0.004794;;Sample_2;no_used_seed;CaaCacCwa
covariance;caa+cwa;residual;0.05725;0.003542;;Sample_2;no_used_seed;CaaCacCwa
correlation;cac+caa;residual;---;---;;Sample_2;no_used_seed;CaaCacCwa
genetic_correlation;cac+cwa;animal;-0.27941;0.095759;;Sample_2;no_used_seed;CaaCacCwa
correlation;cac+cwa;herdyear;0.00518;0.037291;;Sample_2;no_used_seed;CaaCacCwa
correlation;caa+cwa;residual;0.51692;0.026665;;Sample_2;no_used_seed;CaaCacCwa
covariance;cac+caa;animal;0.02941;0.005990;;Sample_2;no_used_seed;CaaCacCwa
covariance;cac+caa;residual;---;---;;Sample_2;no_used_seed;CaaCacCwa
genetic_correlation;caa+cwa;animal;0.30491;0.036583;;Sample_2;no_used_seed;CaaCacCwa
ratio;cac;herdyear;0.24012;0.008852;;Sample_2;no_used_seed;CaaCacCwa
variance;cac;animal;0.01274;0.001186;;Sample_2;no_used_seed;CaaCacCwa
variance;cac;residual;0.02648;0.001009;;Sample_2;no_used_seed;CaaCacCwa
covariance;cac+cwa;animal;-0.00586;0.002041;;Sample_2;no_used_seed;CaaCacCwa
covariance;cac+cwa;residual;---;---;;Sample_2;no_used_seed;CaaCacCwa
ratio;caa;residual;0.25909;0.021924;;Sample_2;no_used_seed;CaaCacCwa
variance;caa;animal;0.37111;0.029384;;Sample_2;no_used_seed;CaaCacCwa
variance;caa;residual;0.26376;0.020656;;Sample_2;no_used_seed;CaaCacCwa
correlation;cac+cwa;residual;---;---;;Sample_2;no_used_seed;CaaCacCwa
covariance;cac+caa;herdyear;0.00530;0.001638;;Sample_2;no_used_seed;CaaCacCwa
correlation;caa+cwa;herdyear;0.77674;0.022239;;Sample_2;no_used_seed;CaaCacCwa
variance;cwa;residual;0.04650;0.002106;;Sample_2;no_used_seed;CaaCacCwa
variance;cwa;animal;0.03454;0.002688;;Sample_2;no_used_seed;CaaCacCwa
correlation;cac+caa;herdyear;0.07687;0.023712;;Sample_2;no_used_seed;CaaCacCwa
covariance;caa+cwa;herdyear;0.07196;0.004621;;Sample_2;no_used_seed;CaaCacCwa
ratio;cwa;herdyear;0.21654;0.012762;;Sample_2;no_used_seed;CaaCacCwa
heritability;caa;animal;0.36454;0.027752;;Sample_2;no_used_seed;CaaCacCwa
variance;cwa;herdyear;0.02240;0.001568;;Sample_2;no_used_seed;CaaCacCwa
heritability;cwa;animal;0.33392;0.024257;;Sample_2;no_used_seed;CaaCacCwa
variance;caa;herdyear;0.38315;0.020524;;Sample_2;no_used_seed;CaaCacCwa
covariance;caa+cwc;residual;---;---;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;caa;herdyear;0.35599;0.019584;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;cwa;residual;0.04565;0.002142;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
ratio;cwa;herdyear;0.19583;0.012070;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
ratio;caa;residual;0.25268;0.018071;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
correlation;caa+cwc;residual;---;---;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
correlation;caa+cwa;herdyear;0.76119;0.022662;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;cwc;animal;0.00415;0.000458;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwa;animal;0.04374;0.006666;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwa;residual;0.05134;0.004765;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;cwc;residual;0.01190;0.000393;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
correlation;cwc+cwa;residual;---;---;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
genetic_correlation;cwc+cwa;animal;0.38630;0.055681;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
heritability;cwa;animal;0.34897;0.026370;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwc;herdyear;-0.00128;0.001536;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
ratio;caa;herdyear;0.35739;0.014452;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
ratio;cwa;residual;0.45520;0.024079;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
covariance;cwc+cwa;herdyear;-0.00028;0.000353;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;cwa;animal;0.03500;0.002859;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwc;animal;-0.01116;0.002974;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwa;herdyear;0.06365;0.004406;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
genetic_correlation;caa+cwa;animal;0.37515;0.045970;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
correlation;cwc+cwa;herdyear;-0.03989;0.050026;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
genetic_correlation;caa+cwc;animal;-0.27786;0.074258;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
covariance;cwc+cwa;animal;0.00466;0.000754;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
ratio;cwc;herdyear;0.13623;0.008176;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
covariance;cwc+cwa;residual;---;---;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
heritability;cwc;animal;0.22348;0.023882;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;caa;animal;0.38841;0.024531;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;cwa;herdyear;0.01964;0.001392;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;caa;residual;0.25170;0.016536;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
correlation;caa+cwc;herdyear;-0.04266;0.051355;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
correlation;caa+cwa;residual;0.47895;0.033898;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
heritability;caa;animal;0.38993;0.023776;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
ratio;cwc;residual;0.64029;0.021811;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
variance;cwc;herdyear;0.00253;0.000163;Het;Sample_2;no_used_seed;CaaCwaCwc_Het
ratio;cwa;residual;0.45223;0.022226;;Sample_2;no_used_seed;CaaCwaCwc
variance;caa;animal;0.37734;0.022518;;Sample_2;no_used_seed;CaaCwaCwc
heritability;cwa;animal;0.33108;0.024125;;Sample_2;no_used_seed;CaaCwaCwc
variance;caa;residual;0.25936;0.015385;;Sample_2;no_used_seed;CaaCwaCwc
variance;caa;herdyear;0.38146;0.019919;;Sample_2;no_used_seed;CaaCwaCwc
correlation;cwc+cwa;herdyear;-0.03903;0.048560;;Sample_2;no_used_seed;CaaCwaCwc
heritability;cwc;animal;0.22778;0.024144;;Sample_2;no_used_seed;CaaCwaCwc
genetic_correlation;caa+cwa;animal;0.30658;0.035268;;Sample_2;no_used_seed;CaaCwaCwc
correlation;caa+cwc;herdyear;-0.03887;0.049539;;Sample_2;no_used_seed;CaaCwaCwc
covariance;caa+cwc;herdyear;-0.00121;0.001536;;Sample_2;no_used_seed;CaaCwaCwc
variance;cwc;residual;0.01183;0.000394;;Sample_2;no_used_seed;CaaCwaCwc
ratio;cwc;herdyear;0.13631;0.007964;;Sample_2;no_used_seed;CaaCwaCwc
covariance;caa+cwc;residual;---;---;;Sample_2;no_used_seed;CaaCwaCwc
correlation;cwc+cwa;residual;---;---;;Sample_2;no_used_seed;CaaCwaCwc
ratio;cwa;herdyear;0.21669;0.012004;;Sample_2;no_used_seed;CaaCwaCwc
covariance;caa+cwc;animal;-0.01181;0.003379;;Sample_2;no_used_seed;CaaCwaCwc
genetic_correlation;cwc+cwa;animal;0.42110;0.082437;;Sample_2;no_used_seed;CaaCwaCwc
heritability;caa;animal;0.37061;0.021442;;Sample_2;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;residual;---;---;;Sample_2;no_used_seed;CaaCwaCwc
correlation;caa+cwc;residual;---;---;;Sample_2;no_used_seed;CaaCwaCwc
ratio;cwc;residual;0.63591;0.022029;;Sample_2;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;herdyear;-0.00029;0.000366;;Sample_2;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;animal;0.00507;0.001028;;Sample_2;no_used_seed;CaaCwaCwc
variance;cwa;residual;0.04674;0.002043;;Sample_2;no_used_seed;CaaCwaCwc
variance;cwa;herdyear;0.02240;0.001473;;Sample_2;no_used_seed;CaaCwaCwc
covariance;caa+cwa;residual;0.05703;0.003373;;Sample_2;no_used_seed;CaaCwaCwc
ratio;caa;herdyear;0.37466;0.013897;;Sample_2;no_used_seed;CaaCwaCwc
variance;cwa;animal;0.03422;0.002677;;Sample_2;no_used_seed;CaaCwaCwc
ratio;caa;residual;0.25473;0.016580;;Sample_2;no_used_seed;CaaCwaCwc
variance;cwc;animal;0.00424;0.000466;;Sample_2;no_used_seed;CaaCwaCwc
correlation;caa+cwa;herdyear;0.77709;0.020707;;Sample_2;no_used_seed;CaaCwaCwc
variance;cwc;herdyear;0.00254;0.000160;;Sample_2;no_used_seed;CaaCwaCwc
correlation;caa+cwa;residual;0.51797;0.027400;;Sample_2;no_used_seed;CaaCwaCwc
genetic_correlation;caa+cwc;animal;-0.29543;0.083801;;Sample_2;no_used_seed;CaaCwaCwc
covariance;caa+cwa;animal;0.03484;0.004418;;Sample_2;no_used_seed;CaaCwaCwc
covariance;caa+cwa;herdyear;0.07183;0.004583;;Sample_2;no_used_seed;CaaCwaCwc
variance;cac;residual;0.02729;0.000952;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;herdyear;0.00659;0.003134;Het;Sample_2;no_used_seed;CaaCacCwc_Het
variance;cac;herdyear;0.01227;0.000662;Het;Sample_2;no_used_seed;CaaCacCwc_Het
heritability;cwc;animal;0.23652;0.007417;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;animal;-0.01293;0.003340;Het;Sample_2;no_used_seed;CaaCacCwc_Het
variance;caa;residual;0.26197;0.022938;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;residual;---;---;Het;Sample_2;no_used_seed;CaaCacCwc_Het
genetic_correlation;cac+cwc;animal;-0.40831;0.081596;Het;Sample_2;no_used_seed;CaaCacCwc_Het
variance;caa;herdyear;0.35958;0.019489;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;animal;-0.00290;0.000574;Het;Sample_2;no_used_seed;CaaCacCwc_Het
ratio;cwc;herdyear;0.13691;0.008588;Het;Sample_2;no_used_seed;CaaCacCwc_Het
variance;cwc;animal;0.00442;0.000143;Het;Sample_2;no_used_seed;CaaCacCwc_Het
ratio;cwc;residual;0.62657;0.009890;Het;Sample_2;no_used_seed;CaaCacCwc_Het
heritability;cac;animal;0.22414;0.021981;Het;Sample_2;no_used_seed;CaaCacCwc_Het
correlation;cac+caa;residual;---;---;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;residual;---;---;Het;Sample_2;no_used_seed;CaaCacCwc_Het
correlation;cac+caa;herdyear;0.09927;0.047088;Het;Sample_2;no_used_seed;CaaCacCwc_Het
ratio;caa;residual;0.26316;0.024548;Het;Sample_2;no_used_seed;CaaCacCwc_Het
correlation;caa+cwc;herdyear;-0.04792;0.058032;Het;Sample_2;no_used_seed;CaaCacCwc_Het
variance;cac;animal;0.01143;0.001165;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;herdyear;-0.00145;0.001761;Het;Sample_2;no_used_seed;CaaCacCwc_Het
ratio;caa;herdyear;0.36122;0.014635;Het;Sample_2;no_used_seed;CaaCacCwc_Het
correlation;caa+cwc;residual;---;---;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;animal;0.03074;0.004358;Het;Sample_2;no_used_seed;CaaCacCwc_Het
genetic_correlation;caa+cwc;animal;-0.31805;0.084858;Het;Sample_2;no_used_seed;CaaCacCwc_Het
ratio;cac;residual;0.53519;0.020236;Het;Sample_2;no_used_seed;CaaCacCwc_Het
ratio;cac;herdyear;0.24068;0.010817;Het;Sample_2;no_used_seed;CaaCacCwc_Het
genetic_correlation;cac+caa;animal;0.47027;0.082088;Het;Sample_2;no_used_seed;CaaCacCwc_Het
variance;caa;animal;0.37392;0.031919;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;herdyear;0.00241;0.000259;Het;Sample_2;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;residual;0.00752;0.000451;Het;Sample_2;no_used_seed;CaaCacCwc_Het
variance;cwc;herdyear;0.00256;0.000177;Het;Sample_2;no_used_seed;CaaCacCwc_Het
variance;cwc;residual;0.01170;0.000219;Het;Sample_2;no_used_seed;CaaCacCwc_Het
heritability;caa;animal;0.37562;0.030813;Het;Sample_2;no_used_seed;CaaCacCwc_Het
correlation;cac+cwc;residual;0.42061;0.025145;Het;Sample_2;no_used_seed;CaaCacCwc_Het
correlation;cac+cwc;herdyear;0.43046;0.038636;Het;Sample_2;no_used_seed;CaaCacCwc_Het
heritability;cac;animal;0.25721;0.017984;;Sample_2;no_used_seed;CaaCacCwc
variance;caa;residual;0.27013;0.022741;;Sample_2;no_used_seed;CaaCacCwc
